id1;category1;colour1;photo1;price1;id2;category2;colour2;photo2;price2;w
P14;4;2;2;38;P60;4;14;1;28;45
P14;4;2;2;38;P55;4;14;2;33;55
P14;4;2;2;38;P81;4;4;2;43;20
P1;4;3;1;38;P81;4;4;2;43;78
P16;4;7;1;33;P38;4;9;1;33;79
P16;4;7;1;33;P44;4;11;2;28;95
P16;4;7;1;33;P81;4;4;2;43;42
P39;4;14;1;43;P51;4;9;1;28;117
P39;4;14;1;43;P47;4;14;1;28;75
P39;4;14;1;43;P81;4;4;2;43;50
P48;4;9;2;33;P51;4;9;1;28;252
P48;4;9;2;33;P52;4;11;2;23;42
P48;4;9;2;33;P65;4;9;2;43;113
P48;4;9;2;33;P81;4;4;2;43;34
P51;4;9;1;28;P37;4;2;1;43;49
P51;4;9;1;28;P44;4;11;2;28;112
P51;4;9;1;28;P52;4;11;2;23;44
P51;4;9;1;28;P47;4;14;1;28;94
P51;4;9;1;28;P65;4;9;2;43;77
P51;4;9;1;28;P60;4;14;1;28;112
P51;4;9;1;28;P55;4;14;2;33;110
P51;4;9;1;28;P70;4;6;2;38;75
P51;4;9;1;28;P81;4;4;2;43;25
P37;4;2;1;43;P52;4;11;2;23;31
P37;4;2;1;43;P55;4;14;2;33;56
P37;4;2;1;43;P81;4;4;2;43;30
P38;4;9;1;33;P52;4;11;2;23;27
P38;4;9;1;33;P55;4;14;2;33;44
P38;4;9;1;33;P70;4;6;2;38;56
P38;4;9;1;33;P81;4;4;2;43;20
P44;4;11;2;28;P65;4;9;2;43;30
P44;4;11;2;28;P55;4;14;2;33;85
P44;4;11;2;28;P81;4;4;2;43;29
P52;4;11;2;23;P47;4;14;1;28;18
P52;4;11;2;23;P65;4;9;2;43;30
P52;4;11;2;23;P60;4;14;1;28;20
P52;4;11;2;23;P70;4;6;2;38;45
P52;4;11;2;23;P81;4;4;2;43;31
P47;4;14;1;28;P70;4;6;2;38;50
P47;4;14;1;28;P81;4;4;2;43;16
P65;4;9;2;43;P60;4;14;1;28;48
P65;4;9;2;43;P55;4;14;2;33;67
P65;4;9;2;43;P81;4;4;2;43;30
P60;4;14;1;28;P81;4;4;2;43;21
P55;4;14;2;33;P81;4;4;2;43;36
P70;4;6;2;38;P81;4;4;2;43;41
B1;2;4;1;57;P32;4;3;2;43;21
B1;2;4;1;57;P52;4;11;2;23;18
B1;2;4;1;57;P81;4;4;2;43;24
B3;2;12;1;52;P26;4;4;1;43;50
B3;2;12;1;52;P38;4;9;1;33;31
B3;2;12;1;52;P52;4;11;2;23;13
B3;2;12;1;52;P81;4;4;2;43;26
B6;2;2;1;52;P6;4;2;1;43;73
B6;2;2;1;52;P11;4;4;2;38;27
B6;2;2;1;52;P13;4;4;1;38;24
B6;2;2;1;52;P16;4;7;1;33;76
B6;2;2;1;52;P19;4;2;1;48;19
B6;2;2;1;52;P32;4;3;2;43;8
B6;2;2;1;52;P33;4;9;1;43;32
B6;2;2;1;52;P38;4;9;1;33;16
B6;2;2;1;52;P52;4;11;2;23;3
B6;2;2;1;52;P81;4;4;2;43;10
B17;2;6;2;38;P11;4;4;2;38;48
B17;2;6;2;38;P13;4;4;1;38;33
B17;2;6;2;38;P32;4;3;2;43;9
B17;2;6;2;38;P36;4;2;1;43;62
B17;2;6;2;38;P38;4;9;1;33;21
B17;2;6;2;38;P52;4;11;2;23;16
B17;2;6;2;38;P81;4;4;2;43;25
P1;4;3;1;38;P19;4;2;1;48;207
P6;4;2;1;43;P32;4;3;2;43;40
P6;4;2;1;43;P38;4;9;1;33;90
P6;4;2;1;43;P81;4;4;2;43;48
P11;4;4;2;38;P13;4;4;1;38;195
P11;4;4;2;38;P19;4;2;1;48;74
P11;4;4;2;38;P32;4;3;2;43;30
P11;4;4;2;38;P36;4;2;1;43;71
P11;4;4;2;38;P38;4;9;1;33;58
P13;4;4;1;38;P26;4;4;1;43;91
P13;4;4;1;38;P32;4;3;2;43;38
P13;4;4;1;38;P36;4;2;1;43;76
P13;4;4;1;38;P52;4;11;2;23;33
P13;4;4;1;38;P81;4;4;2;43;23
P16;4;7;1;33;P32;4;3;2;43;44
P19;4;2;1;48;P32;4;3;2;43;32
P19;4;2;1;48;P38;4;9;1;33;46
P19;4;2;1;48;P52;4;11;2;23;29
P19;4;2;1;48;P81;4;4;2;43;22
P26;4;4;1;43;P32;4;3;2;43;47
P26;4;4;1;43;P38;4;9;1;33;55
P26;4;4;1;43;P81;4;4;2;43;37
P32;4;3;2;43;P33;4;9;1;43;45
P32;4;3;2;43;P36;4;2;1;43;45
P32;4;3;2;43;P38;4;9;1;33;22
P32;4;3;2;43;P52;4;11;2;23;33
P32;4;3;2;43;P81;4;4;2;43;18
P33;4;9;1;43;P81;4;4;2;43;37
P36;4;2;1;43;P52;4;11;2;23;34
P36;4;2;1;43;P81;4;4;2;43;25
A1;1;8;1;28;P20;4;7;1;23;67
A1;1;8;1;28;P21;4;4;1;33;37
A1;1;8;1;28;P34;4;9;2;48;49
A1;1;8;1;28;P36;4;2;1;43;38
A1;1;8;1;28;P58;4;9;2;38;39
A1;1;8;1;28;P60;4;14;1;28;49
A1;1;8;1;28;P65;4;9;2;43;40
A1;1;8;1;28;P69;4;9;1;43;19
A2;1;3;1;43;P20;4;7;1;23;104
A2;1;3;1;43;P34;4;9;2;48;68
A2;1;3;1;43;P36;4;2;1;43;62
A2;1;3;1;43;P41;4;9;2;43;77
A2;1;3;1;43;P40;4;4;1;43;36
A2;1;3;1;43;P58;4;9;2;38;38
A2;1;3;1;43;P60;4;14;1;28;57
A2;1;3;1;43;P65;4;9;2;43;51
A11;1;3;1;62;P21;4;4;1;33;32
A11;1;3;1;62;P36;4;2;1;43;46
A11;1;3;1;62;P58;4;9;2;38;27
A11;1;3;1;62;P65;4;9;2;43;65
A11;1;3;1;62;P69;4;9;1;43;28
A15;1;14;2;33;P58;4;9;2;38;24
A15;1;14;2;33;P69;4;9;1;43;19
A16;1;1;1;33;P20;4;7;1;23;57
A16;1;1;1;33;P34;4;9;2;48;30
A16;1;1;1;33;P36;4;2;1;43;22
A16;1;1;1;33;P49;4;14;1;33;53
A16;1;1;1;33;P58;4;9;2;38;18
A16;1;1;1;33;P60;4;14;1;28;49
A16;1;1;1;33;P65;4;9;2;43;30
A16;1;1;1;33;P69;4;9;1;43;13
A18;1;4;1;38;P20;4;7;1;23;25
A18;1;4;1;38;P21;4;4;1;33;15
A18;1;4;1;38;P36;4;2;1;43;21
A18;1;4;1;38;P41;4;9;2;43;15
A18;1;4;1;38;P40;4;4;1;43;12
A18;1;4;1;38;P38;4;9;1;33;10
A18;1;4;1;38;P49;4;14;1;33;20
A18;1;4;1;38;P57;4;4;1;43;18
A18;1;4;1;38;P60;4;14;1;28;17
A18;1;4;1;38;P67;4;9;1;38;17
A18;1;4;1;38;P69;4;9;1;43;6
A18;1;4;1;38;P17;4;2;2;38;86
A10;1;3;1;38;P7;4;4;2;28;161
A10;1;3;1;38;P21;4;4;1;33;42
A10;1;3;1;38;P36;4;2;1;43;39
A10;1;3;1;38;P41;4;9;2;43;74
A10;1;3;1;38;P40;4;4;1;43;26
A10;1;3;1;38;P49;4;14;1;33;63
A10;1;3;1;38;P57;4;4;1;43;40
A10;1;3;1;38;P58;4;9;2;38;48
A10;1;3;1;38;P60;4;14;1;28;47
A10;1;3;1;38;P67;4;9;1;38;24
A10;1;3;1;38;P69;4;9;1;43;15
P1;4;3;1;38;P58;4;9;2;38;91
P7;4;4;2;28;P20;4;7;1;23;65
P7;4;4;2;28;P21;4;4;1;33;33
P7;4;4;2;28;P34;4;9;2;48;63
P7;4;4;2;28;P36;4;2;1;43;76
P7;4;4;2;28;P58;4;9;2;38;33
P7;4;4;2;28;P60;4;14;1;28;46
P7;4;4;2;28;P65;4;9;2;43;41
P7;4;4;2;28;P69;4;9;1;43;27
P20;4;7;1;23;P21;4;4;1;33;192
P20;4;7;1;23;P41;4;9;2;43;67
P20;4;7;1;23;P40;4;4;1;43;45
P20;4;7;1;23;P38;4;9;1;33;62
P20;4;7;1;23;P49;4;14;1;33;147
P20;4;7;1;23;P58;4;9;2;38;35
P20;4;7;1;23;P67;4;9;1;38;49
P20;4;7;1;23;P69;4;9;1;43;31
P21;4;4;1;33;P36;4;2;1;43;50
P21;4;4;1;33;P41;4;9;2;43;41
P21;4;4;1;33;P40;4;4;1;43;29
P21;4;4;1;33;P38;4;9;1;33;39
P21;4;4;1;33;P57;4;4;1;43;19
P21;4;4;1;33;P58;4;9;2;38;20
P21;4;4;1;33;P60;4;14;1;28;55
P21;4;4;1;33;P65;4;9;2;43;49
P21;4;4;1;33;P67;4;9;1;38;35
P21;4;4;1;33;P69;4;9;1;43;18
P33;4;9;1;43;P60;4;14;1;28;81
P34;4;9;2;48;P36;4;2;1;43;138
P34;4;9;2;48;P40;4;4;1;43;51
P34;4;9;2;48;P38;4;9;1;33;58
P34;4;9;2;48;P57;4;4;1;43;31
P34;4;9;2;48;P60;4;14;1;28;47
P34;4;9;2;48;P67;4;9;1;38;36
P34;4;9;2;48;P69;4;9;1;43;25
P36;4;2;1;43;P49;4;14;1;33;72
P36;4;2;1;43;P57;4;4;1;43;38
P36;4;2;1;43;P58;4;9;2;38;27
P36;4;2;1;43;P60;4;14;1;28;47
P36;4;2;1;43;P65;4;9;2;43;43
P41;4;9;2;43;P49;4;14;1;33;83
P41;4;9;2;43;P58;4;9;2;38;57
P41;4;9;2;43;P60;4;14;1;28;64
P41;4;9;2;43;P69;4;9;1;43;48
P40;4;4;1;43;P49;4;14;1;33;46
P40;4;4;1;43;P58;4;9;2;38;70
P40;4;4;1;43;P60;4;14;1;28;39
P40;4;4;1;43;P65;4;9;2;43;53
P40;4;4;1;43;P69;4;9;1;43;37
P38;4;9;1;33;P58;4;9;2;38;50
P38;4;9;1;33;P69;4;9;1;43;33
P49;4;14;1;33;P57;4;4;1;43;49
P49;4;14;1;33;P65;4;9;2;43;91
P49;4;14;1;33;P69;4;9;1;43;44
P57;4;4;1;43;P58;4;9;2;38;73
P57;4;4;1;43;P60;4;14;1;28;40
P57;4;4;1;43;P65;4;9;2;43;43
P57;4;4;1;43;P69;4;9;1;43;58
P57;4;4;1;43;P17;4;2;2;38;59
P58;4;9;2;38;P69;4;9;1;43;30
P58;4;9;2;38;P17;4;2;2;38;43
P60;4;14;1;28;P69;4;9;1;43;38
P60;4;14;1;28;P17;4;2;2;38;61
P65;4;9;2;43;P67;4;9;1;38;56
P65;4;9;2;43;P69;4;9;1;43;42
P65;4;9;2;43;P17;4;2;2;38;67
P67;4;9;1;38;P69;4;9;1;43;60
B15;2;9;1;38;C16;3;13;1;28;75
B26;2;13;1;57;C4;3;4;1;48;46
A11;1;3;1;62;C16;3;13;1;28;105
C16;3;13;1;28;C56;3;6;2;57;69
C56;3;6;2;57;C19;3;12;1;48;80
A8;1;3;1;62;C56;3;6;2;57;181
C49;3;4;2;26;P5;4;3;1;23;48
C56;3;6;2;57;A10;1;3;1;38;231
A12;1;2;1;38;P17;4;2;2;38;162
A12;1;2;1;38;P33;4;9;1;43;81
A12;1;2;1;38;P37;4;2;1;43;63
A5;1;3;1;43;P13;4;4;1;38;83
A5;1;3;1;43;P37;4;2;1;43;54
P17;4;2;2;38;B11;2;2;1;43;95
P17;4;2;2;38;C13;3;9;1;48;66
P13;4;4;1;38;P37;4;2;1;43;44
P13;4;4;1;38;B11;2;2;1;43;37
P13;4;4;1;38;C13;3;9;1;48;42
P37;4;2;1;43;B11;2;2;1;43;54
P37;4;2;1;43;C13;3;9;1;48;24
P80;4;7;1;28;P10;4;4;2;65;22
P36;4;2;1;43;P56;4;2;1;33;69
P36;4;2;1;43;A30;1;6;1;38;30
P36;4;2;1;43;A38;1;6;1;62;29
P56;4;2;1;33;A17;1;2;1;62;35
P56;4;2;1;33;A30;1;6;1;38;22
P56;4;2;1;33;A38;1;6;1;62;13
B4;2;10;1;52;P30;4;4;1;33;50
B4;2;10;1;52;P41;4;9;2;43;73
B4;2;10;1;52;P57;4;4;1;43;62
B4;2;10;1;52;P77;4;7;1;43;90
B9;2;1;1;48;C20;3;13;2;48;26
B9;2;1;1;48;P6;4;2;1;43;80
B9;2;1;1;48;P17;4;2;2;38;73
B9;2;1;1;48;P30;4;4;1;33;25
B9;2;1;1;48;P37;4;2;1;43;31
B9;2;1;1;48;P41;4;9;2;43;18
B9;2;1;1;48;P57;4;4;1;43;20
B9;2;1;1;48;P82;4;6;2;48;42
B9;2;1;1;48;P77;4;7;1;43;24
B9;2;1;1;48;P78;4;14;2;48;26
B19;2;13;1;38;C20;3;13;2;48;38
B19;2;13;1;38;P17;4;2;2;38;55
B19;2;13;1;38;P30;4;4;1;33;31
B19;2;13;1;38;P37;4;2;1;43;44
B19;2;13;1;38;P41;4;9;2;43;34
B19;2;13;1;38;P82;4;6;2;48;46
B19;2;13;1;38;P77;4;7;1;43;41
B19;2;13;1;38;P78;4;14;2;48;31
B23;2;7;1;38;C20;3;13;2;48;30
B23;2;7;1;38;P17;4;2;2;38;80
B23;2;7;1;38;P30;4;4;1;33;37
B23;2;7;1;38;P37;4;2;1;43;37
B23;2;7;1;38;P41;4;9;2;43;47
B23;2;7;1;38;P77;4;7;1;43;30
B27;2;2;1;57;C20;3;13;2;48;23
B27;2;2;1;57;C41;3;13;1;28;76
B27;2;2;1;57;P37;4;2;1;43;34
B27;2;2;1;57;P41;4;9;2;43;20
B27;2;2;1;57;P57;4;4;1;43;12
B27;2;2;1;57;P77;4;7;1;43;24
B27;2;2;1;57;P78;4;14;2;48;33
C5;3;11;1;48;P30;4;4;1;33;31
C5;3;11;1;48;P37;4;2;1;43;49
C5;3;11;1;48;P77;4;7;1;43;56
C20;3;13;2;48;C41;3;13;1;28;41
C20;3;13;2;48;P17;4;2;2;38;26
C20;3;13;2;48;P30;4;4;1;33;15
C20;3;13;2;48;P41;4;9;2;43;20
C20;3;13;2;48;P57;4;4;1;43;25
C20;3;13;2;48;P77;4;7;1;43;19
C20;3;13;2;48;P78;4;14;2;48;18
C41;3;13;1;28;P17;4;2;2;38;53
C41;3;13;1;28;P30;4;4;1;33;17
C41;3;13;1;28;P37;4;2;1;43;28
C41;3;13;1;28;P82;4;6;2;48;51
C41;3;13;1;28;P77;4;7;1;43;31
C41;3;13;1;28;P78;4;14;2;48;25
P6;4;2;1;43;P30;4;4;1;33;116
P6;4;2;1;43;P77;4;7;1;43;80
P6;4;2;1;43;P78;4;14;2;48;92
P17;4;2;2;38;P82;4;6;2;48;109
P17;4;2;2;38;P77;4;7;1;43;65
P17;4;2;2;38;P78;4;14;2;48;75
P30;4;4;1;33;P41;4;9;2;43;57
P30;4;4;1;33;P82;4;6;2;48;64
P30;4;4;1;33;P77;4;7;1;43;41
P30;4;4;1;33;P78;4;14;2;48;43
P37;4;2;1;43;P41;4;9;2;43;93
P37;4;2;1;43;P57;4;4;1;43;81
P37;4;2;1;43;P82;4;6;2;48;99
P37;4;2;1;43;P77;4;7;1;43;60
P37;4;2;1;43;P78;4;14;2;48;52
P41;4;9;2;43;P82;4;6;2;48;77
P41;4;9;2;43;P77;4;7;1;43;47
P41;4;9;2;43;P78;4;14;2;48;49
P57;4;4;1;43;P82;4;6;2;48;48
P57;4;4;1;43;P77;4;7;1;43;41
P57;4;4;1;43;P78;4;14;2;48;34
P82;4;6;2;48;P77;4;7;1;43;197
P77;4;7;1;43;P78;4;14;2;48;138
C1;3;4;2;28;A20;1;2;2;38;40
C1;3;4;2;28;P34;4;9;2;48;24
C1;3;4;2;28;P78;4;14;2;48;33
C1;3;4;2;28;P74;4;12;2;33;20
C40;3;14;2;28;A20;1;2;2;38;84
C40;3;14;2;28;A37;1;2;1;62;83
C40;3;14;2;28;A43;1;2;1;62;29
C40;3;14;2;28;P11;4;4;2;38;81
C40;3;14;2;28;P34;4;9;2;48;43
C40;3;14;2;28;P49;4;14;1;33;48
C40;3;14;2;28;P2;4;3;1;28;87
C53;3;14;1;38;A33;1;1;1;38;40
C53;3;14;1;38;A40;1;4;2;38;42
C53;3;14;1;38;A43;1;2;1;62;33
C53;3;14;1;38;B12;2;2;1;38;73
C53;3;14;1;38;P34;4;9;2;48;36
C53;3;14;1;38;P78;4;14;2;48;22
C53;3;14;1;38;P74;4;12;2;33;21
A1;1;8;1;28;A43;1;2;1;62;53
A1;1;8;1;28;P78;4;14;2;48;75
A1;1;8;1;28;P74;4;12;2;33;44
A9;1;3;1;82;A40;1;4;2;38;54
A9;1;3;1;82;A43;1;2;1;62;58
A9;1;3;1;82;B23;2;7;1;38;89
A9;1;3;1;82;P16;4;7;1;33;83
A9;1;3;1;82;P11;4;4;2;38;121
A9;1;3;1;82;P34;4;9;2;48;45
A9;1;3;1;82;P43;4;7;2;38;50
A9;1;3;1;82;P49;4;14;1;33;54
A9;1;3;1;82;P78;4;14;2;48;51
A9;1;3;1;82;P74;4;12;2;33;41
A9;1;3;1;82;P23;4;6;2;28;120
A15;1;14;2;33;P48;4;9;2;33;162
A15;1;14;2;33;P74;4;12;2;33;41
A20;1;2;2;38;A30;1;6;1;38;101
A20;1;2;2;38;A37;1;2;1;62;103
A20;1;2;2;38;A43;1;2;1;62;46
A20;1;2;2;38;B4;2;10;1;52;112
A20;1;2;2;38;B10;2;2;1;67;65
A20;1;2;2;38;B12;2;2;1;38;34
A20;1;2;2;38;B23;2;7;1;38;37
A20;1;2;2;38;P16;4;7;1;33;35
A20;1;2;2;38;P11;4;4;2;38;40
A20;1;2;2;38;P19;4;2;1;48;23
A20;1;2;2;38;P34;4;9;2;48;14
A20;1;2;2;38;P43;4;7;2;38;20
A20;1;2;2;38;P49;4;14;1;33;19
A20;1;2;2;38;P78;4;14;2;48;38
A20;1;2;2;38;P74;4;12;2;33;16
A20;1;2;2;38;P33;4;9;1;43;15
A20;1;2;2;38;P23;4;6;2;28;54
A20;1;2;2;38;P2;4;3;1;28;50
A30;1;6;1;38;A43;1;2;1;62;105
A30;1;6;1;38;B10;2;2;1;67;107
A30;1;6;1;38;P11;4;4;2;38;51
A30;1;6;1;38;P34;4;9;2;48;28
A30;1;6;1;38;P78;4;14;2;48;21
A30;1;6;1;38;P74;4;12;2;33;15
A30;1;6;1;38;P33;4;9;1;43;58
A33;1;1;1;38;P11;4;4;2;38;58
A33;1;1;1;38;P34;4;9;2;48;29
A33;1;1;1;38;P43;4;7;2;38;20
A33;1;1;1;38;P49;4;14;1;33;41
A33;1;1;1;38;P78;4;14;2;48;21
A33;1;1;1;38;P74;4;12;2;33;11
A33;1;1;1;38;P2;4;3;1;28;59
A37;1;2;1;62;B23;2;7;1;38;59
A37;1;2;1;62;P16;4;7;1;33;47
A37;1;2;1;62;P11;4;4;2;38;56
A37;1;2;1;62;P19;4;2;1;48;47
A37;1;2;1;62;P34;4;9;2;48;31
A37;1;2;1;62;P48;4;9;2;33;41
A37;1;2;1;62;P78;4;14;2;48;30
A37;1;2;1;62;P74;4;12;2;33;16
A37;1;2;1;62;P42;4;6;2;28;14
A37;1;2;1;62;P33;4;9;1;43;52
A40;1;4;2;38;P11;4;4;2;38;20
A40;1;4;2;38;P34;4;9;2;48;9
A40;1;4;2;38;P43;4;7;2;38;12
A40;1;4;2;38;P74;4;12;2;33;8
A40;1;4;2;38;P42;4;6;2;28;10
A40;1;4;2;38;P23;4;6;2;28;27
A40;1;4;2;38;P2;4;3;1;28;25
A43;1;2;1;62;B23;2;7;1;38;27
A43;1;2;1;62;P16;4;7;1;33;18
A43;1;2;1;62;P11;4;4;2;38;17
A43;1;2;1;62;P19;4;2;1;48;20
A43;1;2;1;62;P34;4;9;2;48;10
A43;1;2;1;62;P43;4;7;2;38;8
A43;1;2;1;62;P48;4;9;2;33;15
A43;1;2;1;62;P49;4;14;1;33;13
A43;1;2;1;62;P78;4;14;2;48;12
A43;1;2;1;62;P74;4;12;2;33;4
A43;1;2;1;62;P42;4;6;2;28;7
A43;1;2;1;62;P33;4;9;1;43;17
A43;1;2;1;62;P23;4;6;2;28;25
A43;1;2;1;62;P1;4;3;1;38;54
A43;1;2;1;62;P2;4;3;1;28;12
B4;2;10;1;52;P11;4;4;2;38;205
B10;2;2;1;67;P11;4;4;2;38;69
B10;2;2;1;67;P34;4;9;2;48;96
B10;2;2;1;67;P43;4;7;2;38;41
B10;2;2;1;67;P78;4;14;2;48;65
B10;2;2;1;67;P74;4;12;2;33;33
B10;2;2;1;67;P42;4;6;2;28;41
B10;2;2;1;67;P2;4;3;1;28;115
B12;2;2;1;38;P11;4;4;2;38;49
B12;2;2;1;38;P19;4;2;1;48;24
B12;2;2;1;38;P43;4;7;2;38;21
B12;2;2;1;38;P48;4;9;2;33;67
B12;2;2;1;38;P49;4;14;1;33;44
B12;2;2;1;38;P78;4;14;2;48;21
B12;2;2;1;38;P74;4;12;2;33;20
B12;2;2;1;38;P42;4;6;2;28;26
B12;2;2;1;38;P2;4;3;1;28;79
B13;2;12;2;62;P11;4;4;2;38;56
B13;2;12;2;62;P34;4;9;2;48;47
B13;2;12;2;62;P78;4;14;2;48;39
B13;2;12;2;62;P74;4;12;2;33;24
B13;2;12;2;62;P42;4;6;2;28;24
B23;2;7;1;38;P11;4;4;2;38;42
B23;2;7;1;38;P19;4;2;1;48;45
B23;2;7;1;38;P43;4;7;2;38;35
B23;2;7;1;38;P49;4;14;1;33;59
B23;2;7;1;38;P42;4;6;2;28;33
B23;2;7;1;38;P1;4;3;1;38;182
B23;2;7;1;38;P2;4;3;1;28;56
P16;4;7;1;33;P42;4;6;2;28;92
P11;4;4;2;38;P48;4;9;2;33;102
P11;4;4;2;38;P49;4;14;1;33;91
P11;4;4;2;38;P78;4;14;2;48;64
P11;4;4;2;38;P74;4;12;2;33;50
P11;4;4;2;38;P2;4;3;1;28;256
P19;4;2;1;48;P34;4;9;2;48;70
P19;4;2;1;48;P43;4;7;2;38;58
P19;4;2;1;48;P74;4;12;2;33;26
P19;4;2;1;48;P2;4;3;1;28;89
P34;4;9;2;48;P48;4;9;2;33;84
P34;4;9;2;48;P78;4;14;2;48;50
P34;4;9;2;48;P42;4;6;2;28;49
P43;4;7;2;38;P78;4;14;2;48;68
P43;4;7;2;38;P42;4;6;2;28;39
P48;4;9;2;33;P78;4;14;2;48;73
P48;4;9;2;33;P74;4;12;2;33;65
P49;4;14;1;33;P74;4;12;2;33;50
P78;4;14;2;48;P42;4;6;2;28;34
P78;4;14;2;48;P33;4;9;1;43;81
P78;4;14;2;48;P1;4;3;1;38;158
P78;4;14;2;48;P2;4;3;1;28;89
P74;4;12;2;33;P42;4;6;2;28;27
P74;4;12;2;33;P33;4;9;1;43;55
P42;4;6;2;28;P33;4;9;1;43;66
P42;4;6;2;28;P2;4;3;1;28;56
A8;1;3;1;62;C25;3;2;1;33;62
A8;1;3;1;62;P18;4;2;1;28;84
A9;1;3;1;82;C38;3;13;1;38;51
A9;1;3;1;82;P18;4;2;1;28;105
A6;1;3;1;43;A20;1;2;2;38;78
A6;1;3;1;43;P18;4;2;1;28;89
A10;1;3;1;38;C25;3;2;1;33;144
A10;1;3;1;38;C38;3;13;1;38;71
A10;1;3;1;38;P18;4;2;1;28;118
A2;1;3;1;43;C25;3;2;1;33;115
A20;1;2;2;38;C36;3;14;1;43;38
A20;1;2;2;38;C50;3;9;2;20;60
A20;1;2;2;38;P18;4;2;1;28;40
A30;1;6;1;38;B2;2;3;2;57;61
A30;1;6;1;38;C29;3;6;2;52;115
A30;1;6;1;38;C36;3;14;1;43;62
A30;1;6;1;38;P18;4;2;1;28;42
A32;1;2;1;38;B2;2;3;2;57;64
A32;1;2;1;38;C25;3;2;1;33;55
A32;1;2;1;38;C37;3;2;1;43;39
A32;1;2;1;38;P18;4;2;1;28;76
A32;1;2;1;38;P23;4;6;2;28;49
B2;2;3;2;57;C38;3;13;1;38;35
B2;2;3;2;57;C40;3;14;2;28;136
B2;2;3;2;57;P23;4;6;2;28;53
B4;2;10;1;52;C38;3;13;1;38;75
C25;3;2;1;33;C36;3;14;1;43;66
C25;3;2;1;33;C40;3;14;2;28;142
C25;3;2;1;33;P18;4;2;1;28;41
C29;3;6;2;52;P18;4;2;1;28;43
C29;3;6;2;52;P23;4;6;2;28;81
C36;3;14;1;43;P18;4;2;1;28;27
C36;3;14;1;43;P23;4;6;2;28;33
C37;3;2;1;43;P18;4;2;1;28;29
C38;3;13;1;38;P18;4;2;1;28;11
C6;3;6;1;33;A35;1;14;2;33;28
C6;3;6;1;33;B30;2;9;1;57;52
C16;3;13;1;28;C42;3;7;1;28;62
C33;3;14;1;48;B32;2;6;1;38;82
C42;3;7;1;28;A35;1;14;2;33;34
A35;1;14;2;33;B30;2;9;1;57;61
A32;1;2;1;38;C2;3;12;1;43;45
A32;1;2;1;38;C5;3;11;1;48;113
A35;1;14;2;33;C1;3;4;2;28;28
A35;1;14;2;33;C2;3;12;1;43;39
A35;1;14;2;33;C5;3;11;1;48;85
A42;1;6;1;28;C1;3;4;2;28;66
C1;3;4;2;28;C36;3;14;1;43;101
C2;3;12;1;43;C36;3;14;1;43;88
B24;2;11;1;57;A22;1;4;1;62;79
B24;2;11;1;57;P7;4;4;2;28;48
A22;1;4;1;62;P7;4;4;2;28;69
A22;1;4;1;62;P23;4;6;2;28;57
B8;2;4;2;52;B26;2;13;1;57;55
P14;4;2;2;38;P30;4;4;1;33;88
P3;4;2;1;48;P39;4;14;1;43;216
P3;4;2;1;48;B10;2;2;1;67;133
P3;4;2;1;48;B8;2;4;2;52;32
P30;4;4;1;33;P39;4;14;1;43;100
P30;4;4;1;33;B10;2;2;1;67;45
P30;4;4;1;33;B8;2;4;2;52;14
P30;4;4;1;33;B2;2;3;2;57;22
P30;4;4;1;33;B1;2;4;1;57;23
P30;4;4;1;33;C4;3;4;1;48;26
P30;4;4;1;33;A15;1;14;2;33;35
P30;4;4;1;33;A1;1;8;1;28;34
P39;4;14;1;43;B10;2;2;1;67;109
P39;4;14;1;43;B8;2;4;2;52;24
P39;4;14;1;43;B2;2;3;2;57;56
P39;4;14;1;43;B1;2;4;1;57;55
C11;3;7;1;33;B11;2;2;1;43;110
A1;1;8;1;28;P44;4;11;2;28;37
A2;1;3;1;43;P44;4;11;2;28;40
A12;1;2;1;38;P44;4;11;2;28;30
A9;1;3;1;82;P44;4;11;2;28;25
A4;1;3;2;38;P44;4;11;2;28;48
C40;3;14;2;28;P44;4;11;2;28;35
C8;3;2;2;48;C3;3;6;2;23;94
C8;3;2;2;48;P36;4;2;1;43;23
C3;3;6;2;23;C25;3;2;1;33;50
C3;3;6;2;23;P36;4;2;1;43;11
C25;3;2;1;33;P36;4;2;1;43;29
P36;4;2;1;43;B27;2;2;1;57;61
A12;1;2;1;38;B21;2;12;1;67;64
A12;1;2;1;38;B22;2;2;1;67;42
A34;1;2;1;38;B21;2;12;1;67;71
A34;1;2;1;38;P8;4;2;1;28;68
A34;1;2;1;38;P77;4;7;1;43;18
B21;2;12;1;67;P8;4;2;1;28;29
B21;2;12;1;67;P77;4;7;1;43;25
B22;2;2;1;67;C19;3;12;1;48;50
B22;2;2;1;67;P8;4;2;1;28;20
B22;2;2;1;67;P77;4;7;1;43;21
C19;3;12;1;48;P8;4;2;1;28;28
C19;3;12;1;48;P77;4;7;1;43;24
P8;4;2;1;28;P77;4;7;1;43;58
B10;2;2;1;67;C15;3;6;1;33;95
B10;2;2;1;67;C29;3;6;2;52;91
C15;3;6;1;33;C29;3;6;2;52;55
P14;4;2;2;38;C8;3;2;2;48;51
C16;3;13;1;28;A18;1;4;1;38;44
C16;3;13;1;28;B27;2;2;1;57;62
A18;1;4;1;38;B27;2;2;1;57;53
B13;2;12;2;62;A22;1;4;1;62;41
B13;2;12;2;62;A27;1;3;1;55;36
B13;2;12;2;62;A41;1;4;1;43;65
